pl_name,hostname,ra,dec,discoverymethod,disc_year,sy_dist
"HAT-P-67 b","HAT-P-67",256.6107279,44.7768849,"Transit",2017,371.68600000
"HAT-P-68 b","HAT-P-68",118.4831501,23.9382192,"Transit",2020,202.15200000
"HAT-P-69 b","HAT-P-69",130.5056385,3.7105662,"Transit",2019,341.26300000
"HAT-P-7 b","HAT-P-7",292.2471900,47.9695429,"Transit",2008,341.07900000
"HAT-P-70 b","HAT-P-70",74.5523332,9.9979794,"Transit",2019,330.73900000
"HAT-P-8 b","HAT-P-8",343.0414932,35.4471778,"Transit",2008,211.55300000
"HAT-P-9 b","HAT-P-9",110.1685157,37.1405946,"Transit",2008,455.20300000
"HATS-1 b","HATS-1",175.5252399,-23.3548451,"Transit",2012,283.97100000
"HATS-10 b","HATS-10",294.3068385,-22.2044872,"Transit",2015,534.88900000
"HATS-11 b","HATS-11",289.4007603,-22.3900092,"Transit",2016,944.60300000
"HATS-12 b","HATS-12",289.2024020,-19.3559227,"Transit",2016,746.13800000
"HATS-13 b","HATS-13",316.9614798,-26.0967205,"Transit",2015,421.85500000
"HATS-14 b","HATS-14",313.2154754,-25.6873756,"Transit",2015,513.01100000
"HATS-15 b","HATS-15",311.0920041,-19.4375266,"Transit",2016,1139.55000000
"HATS-16 b","HATS-16",358.5588439,-30.0130385,"Transit",2016,757.04400000
"HATS-17 b","HATS-17",192.1895676,-47.6136789,"Transit",2016,400.33100000
"HATS-18 b","HATS-18",173.9574203,-29.1560639,"Transit",2016,624.36800000
"HATS-2 b","HATS-2",176.7388264,-22.5630097,"Transit",2013,341.92500000
"HATS-22 b","HATS-22",174.0098693,-29.5433642,"Transit",2017,229.51800000
"HATS-23 b","HATS-23",286.3667500,-50.0673496,"Transit",2017,639.00400000
"HATS-24 b","HATS-24",268.8907069,-61.7474000,"Transit",2017,494.18200000
"HATS-25 b","HATS-25",207.9076746,-23.7812403,"Transit",2016,471.15800000
"HATS-26 b","HATS-26",144.9268593,-28.5856004,"Transit",2016,861.84300000
"HATS-27 b","HATS-27",193.5524603,-46.5877159,"Transit",2016,816.98800000
"HATS-28 b","HATS-28",284.3997616,-49.1385126,"Transit",2016,535.38300000
"HATS-29 b","HATS-29",285.0965172,-54.8933408,"Transit",2016,353.89100000
"HATS-3 b","HATS-3",312.4574879,-24.4286938,"Transit",2013,411.21100000
"HATS-30 b","HATS-30",5.6185250,-59.9425892,"Transit",2016,342.14000000
"HATS-31 b","HATS-31",191.7028214,-24.4273897,"Transit",2016,773.97400000
"HATS-32 b","HATS-32",346.0750861,-21.2720168,"Transit",2016,745.11600000
"HATS-33 b","HATS-33",294.6336944,-55.3302692,"Transit",2016,248.46000000
"HATS-34 b","HATS-34",0.7744866,-62.4693167,"Transit",2016,508.84200000
"HATS-35 b","HATS-35",296.6884420,-63.5656488,"Transit",2016,514.55500000
"HATS-36 b","HATS-36",291.4787013,-23.2028183,"Transit",2018,856.43600000
"HATS-37 A b","HATS-37 A",199.8018300,-22.9868431,"Transit",2020,211.89600000
"HATS-38 b","HATS-38",154.2710615,-25.2762982,"Transit",2020,343.52500000
"HATS-39 b","HATS-39",112.4192251,-29.9379163,"Transit",2018,878.52100000
"HATS-4 b","HATS-4",94.1120914,-22.5468824,"Transit",2014,416.45900000
"HATS-40 b","HATS-40",100.5712467,-29.7767800,"Transit",2018,1342.29000000
"HATS-41 b","HATS-41",103.5173558,-27.0504156,"Transit",2018,737.66800000
"HATS-42 b","HATS-42",108.4523991,-33.4373462,"Transit",2018,800.37700000
"HATS-43 b","HATS-43",80.5382418,-30.9708179,"Transit",2018,362.27300000
"HATS-44 b","HATS-44",84.3267559,-27.9725758,"Transit",2018,446.03500000
"HATS-45 b","HATS-45",101.9942455,-21.9107112,"Transit",2018,772.11000000
"HATS-46 b","HATS-46",6.7026401,-56.3161021,"Transit",2018,453.80800000
"HATS-47 b","HATS-47",287.4844021,-49.6649424,"Transit",2020,300.67000000
"HATS-48 A b","HATS-48 A",288.6720048,-59.5793505,"Transit",2020,263.60900000
"HATS-49 b","HATS-49",6.6135927,-56.3442798,"Transit",2020,324.41300000
"HATS-5 b","HATS-5",67.2228465,-21.4820568,"Transit",2014,246.38400000
"HATS-50 b","HATS-50",300.4280761,-26.0775640,"Transit",2017,756.74200000
"HATS-51 b","HATS-51",102.8474248,-29.0586551,"Transit",2017,389.57000000
"HATS-52 b","HATS-52",140.0875894,-31.2692116,"Transit",2017,555.13400000
"HATS-53 b","HATS-53",176.6283230,-33.8600764,"Transit",2017,585.77000000
"HATS-54 b","HATS-54",200.6348641,-44.6888393,"Transit",2019,748.58500000
"HATS-55 b","HATS-55",114.2833819,-32.7554188,"Transit",2019,609.83800000
"HATS-56 b","HATS-56",180.1650720,-45.7994559,"Transit",2019,564.40900000
"HATS-57 b","HATS-57",60.9482779,-19.0568182,"Transit",2019,279.48500000
"HATS-58 A b","HATS-58 A",186.7873036,-48.9784105,"Transit",2019,403.59100000
"HATS-59 b","HATS-59",170.3243250,-22.3881770,"Transit",2018,642.88400000
"HATS-59 c","HATS-59",170.3243250,-22.3881770,"Radial Velocity",2018,642.88400000
"HATS-6 b","HATS-6",88.1468079,-19.0316268,"Transit",2015,169.31800000
"HATS-60 b","HATS-60",341.3640336,-14.9917747,"Transit",2018,486.47400000
"HATS-61 b","HATS-61",61.6578005,-25.3496674,"Transit",2018,679.76100000
"HATS-62 b","HATS-62",312.4493079,-24.3035060,"Transit",2018,523.06700000
"HATS-63 b","HATS-63",67.4185820,-28.1972149,"Transit",2018,623.23200000
"HATS-64 b","HATS-64",144.2876092,-29.8004440,"Transit",2018,1080.15000000
"HATS-65 b","HATS-65",292.9397825,-26.7402021,"Transit",2018,493.32000000
"HATS-66 b","HATS-66",101.3948048,-33.8816918,"Transit",2018,1477.98000000
"HATS-67 b","HATS-67",180.2087883,-46.1364201,"Transit",2018,960.10900000
"HATS-68 b","HATS-68",15.0060770,-58.9047242,"Transit",2018,603.95500000
"HATS-69 b","HATS-69",289.2974275,-60.8917599,"Transit",2018,414.53700000
"HATS-7 b","HATS-7",208.8567465,-21.2078587,"Transit",2015,240.70700000
"HATS-70 b","HATS-70",109.1045212,-31.2443947,"Transit",2019,1458.83000000
"HATS-71 b","HATS-71",15.5518893,-61.7561333,"Transit",2020,140.22500000
"HATS-72 b","HATS-72",339.0258401,-17.0003046,"Transit",2020,127.58900000
"HATS-74 A b","HATS-74 A",171.0147921,-19.5569588,"Transit",2021,299.38900000
"HATS-75 b","HATS-75",60.9493919,-25.4089214,"Transit",2021,194.96400000
"HATS-76 b","HATS-76",70.3397665,-32.3204175,"Transit",2021,385.68900000
"HATS-77 b","HATS-77",149.8236672,-27.3928174,"Transit",2021,436.17600000
"HATS-8 b","HATS-8",294.9416887,-25.7483655,"Transit",2015,794.63700000
"HATS-9 b","HATS-9",290.8101704,-20.1663771,"Transit",2015,638.70000000
"HD 100508 b","HD 100508",173.3014057,-67.0546386,"Radial Velocity",2026,32.75480000
"HD 100546 b","HD 100546",173.3555116,-70.1947897,"Imaging",2014,109.67700000
"HD 100655 b","HD 100655",173.7653631,20.4415410,"Radial Velocity",2011,137.17800000
"HD 100777 b","HD 100777",173.9646303,-4.7555425,"Radial Velocity",2007,49.53360000
"HD 101581 b","HIP 56998",175.2563039,-44.4041485,"Transit",2025,12.77810000
"HD 101581 c","HIP 56998",175.2563039,-44.4041485,"Transit",2025,12.77810000
"HD 10180 c","HD 10180",24.4731133,-60.5114881,"Radial Velocity",2010,38.96070000
"HD 10180 d","HD 10180",24.4731133,-60.5114881,"Radial Velocity",2010,38.96070000
"HD 10180 e","HD 10180",24.4731133,-60.5114881,"Radial Velocity",2010,38.96070000
"HD 10180 f","HD 10180",24.4731133,-60.5114881,"Radial Velocity",2010,38.96070000
"HD 10180 g","HD 10180",24.4731133,-60.5114881,"Radial Velocity",2010,38.96070000
"HD 10180 h","HD 10180",24.4731133,-60.5114881,"Radial Velocity",2010,38.96070000
"HD 101930 b","HD 101930",175.8756080,-58.0053798,"Radial Velocity",2005,30.02740000
"HD 102117 b","HD 102117",176.2097267,-58.7040134,"Radial Velocity",2005,39.57920000
"HD 102195 b","HD 102195",176.4254063,2.8209912,"Radial Velocity",2006,29.33860000
"HD 102272 b","HD 102272",176.5980316,14.1240201,"Radial Velocity",2008,347.09700000
"HD 102329 b","HD 102329",176.6941567,3.4742143,"Radial Velocity",2011,217.10700000
"HD 102329 c","HD 102329",176.6941567,3.4742143,"Radial Velocity",2016,217.10700000
"HD 102843 b","HD 102843",177.5854673,-1.2522989,"Radial Velocity",2019,62.75800000
"HD 102888 b","HD 102888",177.6545263,-27.2779074,"Radial Velocity",2025,126.48400000
"HD 102956 b","HD 102956",177.8436988,57.6406584,"Radial Velocity",2010,121.89000000
"HD 103197 b","HD 103197",178.2201971,-50.2927911,"Radial Velocity",2011,57.14630000
"HD 103720 b","HD 103720",179.1713308,-2.7791393,"Radial Velocity",2014,45.53520000
"HD 103774 b","HD 103774",179.2310729,-12.1079951,"Radial Velocity",2013,56.40890000
"HD 103891 b","HD 103891",179.4382907,-8.5486195,"Radial Velocity",2022,55.52130000
"HD 103949 b","HD 103949",179.5479558,-23.9241221,"Radial Velocity",2019,26.49970000
"HD 104067 b","HD 104067",179.7923543,-20.3556058,"Radial Velocity",2011,20.36320000
"HD 104067 c","HD 104067",179.7923543,-20.3556058,"Radial Velocity",2024,20.36320000
"HD 10442 b","HD 10442",25.4715240,2.7044193,"Radial Velocity",2014,135.37400000
"HD 104985 b","HD 104985",181.3157854,76.9053359,"Radial Velocity",2003,100.57600000
"HD 105618 b","HD 105618",182.4021288,11.2115695,"Radial Velocity",2022,70.08370000
"HD 105618 c","HD 105618",182.4021288,11.2115695,"Radial Velocity",2022,70.08370000
"HD 105779 b","HD 105779",182.6612053,-16.9564908,"Radial Velocity",2022,55.24110000
"HD 106252 b","HD 106252",183.3730583,10.0404302,"Radial Velocity",2002,38.18500000
"HD 106270 b","HD 106270",183.4049258,-9.5135645,"Radial Velocity",2011,93.80800000
"HD 106315 b","HD 106315",183.4724742,-0.3934357,"Transit",2017,109.35300000
"HD 106315 c","HD 106315",183.4724742,-0.3934357,"Transit",2017,109.35300000
"HD 10647 b","HD 10647",25.6233526,-53.7412852,"Radial Velocity",2006,17.33570000
"HD 106515 A b","HD 106515 A",183.7762699,-7.2575413,"Radial Velocity",2012,34.09150000
"HD 106906 b","HD 106906",184.4713308,-55.9755805,"Imaging",2013,103.02900000
"HD 10697 b","HD 10697",26.2324076,20.0826974,"Radial Velocity",1999,33.12050000
"HD 107148 b","HD 107148",184.8059773,-3.3199927,"Radial Velocity",2005,49.41560000
"HD 107148 c","HD 107148",184.8059773,-3.3199927,"Radial Velocity",2021,49.41560000
"HD 108147 b","HD 108147",186.4409852,-64.0223492,"Radial Velocity",2002,38.92000000
"HD 108202 b","HD 108202",186.4613189,-1.1109233,"Radial Velocity",2023,38.68460000
